snapshot_utc,series,terminal,sub,epoch_ms,time_label,value_mcm_d
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788670800000.0,,3.28736901838705
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788670920000.0,,3.28736901838705
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788671040000.0,,3.29000573713705
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788671160000.0,,3.27121874983236
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788671280000.0,,3.27121874983236
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788671400000.0,,3.21452746565267
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788671520000.0,,3.21452746565267
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788671640000.0,,3.27253710920736
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788671760000.0,,3.27253710920736
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788671880000.0,,3.21518664534017
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672000000.0,,3.21518664534017
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672120000.0,,3.25638647444174
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672240000.0,,3.25638647444174
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672360000.0,,3.19705847151205
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672480000.0,,3.19705847151205
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672600000.0,,3.21881213362142
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672720000.0,,3.21881213362142
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672840000.0,,3.24221374494955
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788672960000.0,,3.24221374494955
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788673080000.0,,3.26001232893392
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788673200000.0,,3.26001232893392
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788673320000.0,,3.28011767561361
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788673440000.0,,3.28011767561361
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788673560000.0,,3.2237563474886097
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788673680000.0,,3.2237563474886097
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788673800000.0,,3.1851928709261097
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788673920000.0,,3.1851928709261097
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788674040000.0,,3.26495617659017
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788674160000.0,,3.26495617659017
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788674280000.0,,3.2857210691682996
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788674400000.0,,3.2857210691682996
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788674520000.0,,3.2857210691682996
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788674640000.0,,3.22639306623861
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788674760000.0,,3.26891125471517
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788674880000.0,,3.26891125471517
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675000000.0,,3.26891125471517
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675120000.0,,3.26891125471517
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675240000.0,,3.2099128416292397
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675360000.0,,3.2099128416292397
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675480000.0,,3.19178503401205
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675600000.0,,3.19178503401205
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675720000.0,,3.22837060530111
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675840000.0,,3.22837060530111
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788675960000.0,,3.21057238752767
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788676080000.0,,3.21057238752767
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788676200000.0,,3.25012426741049
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788676320000.0,,3.25012426741049
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788676440000.0,,3.2290297849886103
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788676560000.0,,3.2290297849886103
2026-09-06T14:03:53+00:00,area_trajectory,grain,,1788676680000.0,,3.2471579588167403
